login,name,public_repos,followers,following,site_admin,location,created_at,updated_at,html_url,total_interacoes
YanGabrielton,AsRok,19,6,7,False,,2023-08-30T23:55:55Z,2025-10-15T11:22:19Z,https://github.com/YanGabrielton,13
